hotel,is_canceled,lead_time,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,required_car_parking_spaces,total_of_special_requests,reservation_status
0.0,0.0,0.023066485753052916,0.6363636363636364,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.5
1.0,0.0,0.1587516960651289,0.7272727272727273,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.0,0.7142857142857142,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
0.0,0.0,0.009497964721845317,0.09090909090909091,0.0,1.0,0.05454545454545454,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.5
0.0,0.0,0.020352781546811395,0.4545454545454545,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.5
1.0,1.0,0.2157394843962008,0.4545454545454545,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.25,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
0.0,0.0,0.08683853459972862,0.9999999999999999,0.0,1.0,0.03636363636363636,0.0,0.0,0.0,0.42857142857142855,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.5
0.0,0.0,0.016282225237449117,0.4545454545454545,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.75,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.5
1.0,0.0,0.016282225237449117,0.09090909090909091,0.10526315789473684,1.0,0.03636363636363636,0.3333333333333333,0.1,0.25,0.42857142857142855,0.25,0.0,0.0,0.0,0.3333333333333333,0.5454545454545454,1.0,0.0,0.0,0.6666666666666667,0.125,0.2,0.5
0.0,1.0,0.07055630936227951,0.0,0.0,1.0,0.03636363636363636,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.0
0.0,1.0,0.19674355495251017,0.09090909090909091,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.25,0.7142857142857142,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.006784260515603799,0.36363636363636365,0.0,1.0,0.03636363636363636,0.0,0.0,0.0,0.7142857142857142,0.75,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.5
0.0,0.0,0.0,0.36363636363636365,0.05263157894736842,1.0,0.01818181818181818,0.0,0.0,0.0,0.2857142857142857,0.0,1.0,0.038461538461538464,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.5
0.0,0.0,0.0,0.6363636363636364,0.05263157894736842,0.0,0.03636363636363636,0.0,0.0,0.0,0.14285714285714285,0.75,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.5
0.0,0.0,0.04341926729986431,0.9090909090909091,0.0,1.0,0.03636363636363636,0.0,0.0,0.0,0.7142857142857142,0.75,0.0,0.0,0.0,0.1111111111111111,0.2727272727272727,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.5
0.0,0.0,0.05834464043419267,0.9090909090909091,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.0,0.7142857142857142,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.5
0.0,0.0,0.0,0.1818181818181818,0.0,1.0,0.01818181818181818,0.0,0.0,0.0,0.42857142857142855,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.5
1.0,0.0,0.18453188602442333,0.7272727272727273,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.0,0.42857142857142855,0.25,0.0,0.0,0.0,0.2222222222222222,0.36363636363636365,0.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.5
1.0,0.0,0.242876526458616,0.8181818181818182,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.5
0.0,1.0,0.2320217096336499,0.7272727272727273,0.10526315789473684,1.0,0.03636363636363636,0.3333333333333333,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.0
1.0,1.0,0.10990502035278153,0.4545454545454545,0.05263157894736842,1.0,0.03636363636363636,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.4,0.0
0.0,1.0,0.08955223880597014,0.09090909090909091,0.10526315789473684,1.0,0.05454545454545454,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.1111111111111111,0.2727272727272727,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
0.0,0.0,0.23337856173677068,0.4545454545454545,0.05263157894736842,1.0,0.05454545454545454,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.1111111111111111,0.2727272727272727,0.0,0.0,0.0,0.6666666666666667,0.0,0.4,0.5
1.0,0.0,0.005427408412483039,0.8181818181818182,0.0,1.0,0.03636363636363636,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.125,0.4,0.5
0.0,0.0,0.04613297150610583,0.09090909090909091,0.0,1.0,0.05454545454545454,0.0,0.0,0.0,0.5714285714285714,0.75,0.0,0.0,0.0,0.0,0.2727272727272727,1.0,0.0,0.0,1.0,0.0,0.0,0.5
0.0,1.0,0.25508819538670285,0.09090909090909091,0.0,1.0,0.03636363636363636,0.3333333333333333,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
1.0,0.0,0.09362279511533242,0.4545454545454545,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.125,0.0,0.5
0.0,0.0,0.2808683853459973,0.09090909090909091,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,1.0,0.0,0.6000000000000001,0.5
0.0,0.0,0.30122116689280864,0.09090909090909091,0.0,1.0,0.03636363636363636,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.5
0.0,0.0,0.010854816824966078,0.09090909090909091,0.0,1.0,0.03636363636363636,0.0,0.0,0.75,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.5
0.0,1.0,0.04206241519674355,0.09090909090909091,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.75,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
1.0,0.0,0.0013568521031207597,0.5454545454545454,0.0,1.0,0.01818181818181818,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.5
0.0,1.0,0.2252374491180461,0.5454545454545454,0.05263157894736842,1.0,0.03636363636363636,0.0,0.0,0.75,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.0
0.0,0.0,0.06784260515603799,0.6363636363636364,0.10526315789473684,1.0,0.05454545454545454,0.0,0.0,0.0,0.42857142857142855,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.5
1.0,0.0,0.004070556309362279,0.6363636363636364,0.05263157894736842,0.0,0.03636363636363636,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.6666666666666667,0.125,0.2,0.5
1.0,0.0,0.0,0.2727272727272727,0.0,1.0,0.03636363636363636,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.7777777777777777,0.6363636363636364,0.0,0.0,0.0,1.0,0.125,0.4,0.5
0.0,1.0,0.36227951153324284,0.9999999999999999,0.05263157894736842,1.0,0.03636363636363636,0.0,0.0,0.0,0.7142857142857142,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1.0,0.0,0.24423337856173674,0.4545454545454545,0.15789473684210525,1.0,0.03636363636363636,0.6666666666666666,0.0,0.25,0.8571428571428572,0.75,0.0,0.0,0.0,0.4444444444444445,0.1818181818181818,1.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.5
1.0,0.0,0.4314789687924016,0.5454545454545454,0.05263157894736842,1.0,0.03636363636363636,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.4,0.5
1.0,1.0,0.0,0.09090909090909091,0.0,1.0,0.03636363636363636,0.0,0.0,0.0,0.42857142857142855,0.25,0.0,0.0,0.0,0.5555555555555556,0.4545454545454545,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
0.0,1.0,0.24016282225237448,0.0,0.0,1.0,0.03636363636363636,0.0,0.0,0.75,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
0.0,0.0,0.07462686567164178,0.0,0.0,1.0,0.03636363636363636,0.0,0.0,0.25,0.7142857142857142,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
0.0,0.0,0.2293080054274084,0.9999999999999999,0.0,1.0,0.03636363636363636,0.0,0.0,0.0,0.7142857142857142,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.5
0.0,0.0,0.029850746268656712,0.09090909090909091,0.05263157894736842,1.0,0.03636363636363636,0.3333333333333333,0.0,0.25,0.42857142857142855,0.25,0.0,0.0,0.0,0.2222222222222222,0.36363636363636365,1.0,0.0,0.0,0.6666666666666667,0.125,0.4,0.5
1.0,1.0,0.36635006784260515,0.8181818181818182,0.05263157894736842,1.0,0.03636363636363636,0.0,0.0,0.25,0.8571428571428572,0.75,0.0,0.038461538461538464,0.0,0.0,0.36363636363636365,1.0,0.0,0.0,1.0,0.0,0.2,0.0
0.0,0.0,0.008141112618724558,0.7272727272727273,0.0,1.0,0.01818181818181818,0.6666666666666666,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.5555555555555556,0.4545454545454545,0.0,0.0,0.0,0.6666666666666667,0.0,0.4,0.5
1.0,0.0,0.3975576662143826,0.9999999999999999,0.21052631578947367,1.0,0.03636363636363636,0.0,0.0,0.0,0.7142857142857142,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1.0,0.0,0.018995929443690635,0.9090909090909091,0.05263157894736842,1.0,0.01818181818181818,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.5
0.0,0.0,0.07055630936227951,0.9090909090909091,0.0,1.0,0.01818181818181818,0.0,0.0,0.0,0.2857142857142857,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666667,0.125,0.0,0.5
0.0,1.0,0.2890094979647218,0.5454545454545454,0.0,1.0,0.03636363636363636,0.0,0.0,0.0,0.7142857142857142,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1585677749360614,0.6666666666666667,0.0,0.0,0.0
1.0,1.0,0.048846675712347354,0.09090909090909091,0.10526315789473684,1.0,0.03636363636363636,0.3333333333333333,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.2222222222222222,0.36363636363636365,0.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.0
0.0,1.0,0.18588873812754408,0.0,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.25,0.42857142857142855,0.25,0.0,0.0,0.0,0.2222222222222222,0.36363636363636365,1.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
1.0,0.0,0.30800542740841247,0.9999999999999999,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.0,0.7142857142857142,0.75,0.0,0.0,0.0,0.1111111111111111,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.5
0.0,0.0,0.0,0.9999999999999999,0.05263157894736842,1.0,0.01818181818181818,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.5
0.0,0.0,0.12890094979647218,0.6363636363636364,0.05263157894736842,0.0,0.05454545454545454,0.0,0.0,0.0,0.42857142857142855,0.25,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.5
0.0,1.0,0.16010854816824965,0.7272727272727273,0.0,1.0,0.03636363636363636,0.6666666666666666,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.5555555555555556,0.4545454545454545,1.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
1.0,1.0,0.09769335142469471,0.2727272727272727,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.25,0.5714285714285714,0.25,0.0,0.0,0.0,0.1111111111111111,0.2727272727272727,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.11668928086838534,0.9090909090909091,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.0,0.7142857142857142,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.5
1.0,0.0,0.04206241519674355,0.4545454545454545,0.05263157894736842,1.0,0.03636363636363636,0.0,0.0,0.0,0.7142857142857142,0.75,0.0,0.0,0.0,0.5555555555555556,0.4545454545454545,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.5
1.0,0.0,0.09769335142469471,0.4545454545454545,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.0,0.42857142857142855,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.5
1.0,0.0,0.21981004070556306,0.6363636363636364,0.0,1.0,0.03636363636363636,0.0,0.0,0.5,0.5714285714285714,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
1.0,0.0,0.17774762550881953,0.1818181818181818,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.25,0.7142857142857142,0.75,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,1.0,0.0,0.2,0.5
0.0,0.0,0.005427408412483039,0.9999999999999999,0.10526315789473684,1.0,0.01818181818181818,0.6666666666666666,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.5555555555555556,0.4545454545454545,1.0,0.0,0.0,0.6666666666666667,0.0,0.4,0.5
0.0,1.0,0.033921302578018994,0.7272727272727273,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
0.0,0.0,0.10854816824966078,0.9090909090909091,0.0,1.0,0.03636363636363636,0.0,0.0,0.25,0.7142857142857142,0.75,0.0,0.0,0.0,0.1111111111111111,0.36363636363636365,0.0,0.0,0.1278772378516624,1.0,0.0,0.0,0.5
1.0,0.0,0.09769335142469471,0.4545454545454545,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.0,0.42857142857142855,0.25,0.0,0.0,0.0,0.1111111111111111,0.2727272727272727,1.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.5
0.0,0.0,0.0,0.9999999999999999,0.0,1.0,0.03636363636363636,0.0,0.0,0.0,0.42857142857142855,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.5
0.0,0.0,0.016282225237449117,0.36363636363636365,0.0,1.0,0.01818181818181818,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.5
0.0,0.0,0.0841248303934871,0.2727272727272727,0.05263157894736842,1.0,0.03636363636363636,0.0,0.0,0.0,0.42857142857142855,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.5
0.0,1.0,0.22116689280868385,0.9999999999999999,0.0,1.0,0.03636363636363636,0.0,0.0,0.0,0.7142857142857142,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,1.0,0.21438263229308005,0.7272727272727273,0.0,1.0,0.01818181818181818,0.0,0.0,0.0,0.5714285714285714,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0792838874680307,0.6666666666666667,0.0,0.0,0.0
1.0,1.0,0.32971506105834464,0.4545454545454545,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.25,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.0
1.0,1.0,0.2808683853459973,0.9999999999999999,0.05263157894736842,1.0,0.03636363636363636,0.0,0.0,0.25,0.7142857142857142,0.75,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
0.0,0.0,0.0013568521031207597,0.9999999999999999,0.0,1.0,0.03636363636363636,0.0,0.0,0.75,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.5
0.0,1.0,0.2890094979647218,0.5454545454545454,0.05263157894736842,1.0,0.03636363636363636,0.0,0.0,0.75,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.0
0.0,0.0,0.08276797829036635,0.9090909090909091,0.10526315789473684,0.0,0.03636363636363636,0.0,0.0,0.0,0.7142857142857142,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
0.0,1.0,0.175033921302578,0.9090909090909091,0.05263157894736842,1.0,0.03636363636363636,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.1111111111111111,0.2727272727272727,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
0.0,0.0,0.2360922659430122,0.9999999999999999,0.10526315789473684,1.0,0.03636363636363636,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.5
0.0,1.0,0.316146540027137,0.5454545454545454,0.05263157894736842,1.0,0.03636363636363636,0.0,0.0,0.0,0.5714285714285714,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.6666666666666667,0.0,0.0,0.0
1.0,0.0,0.032564450474898234,0.8181818181818182,0.15789473684210525,1.0,0.03636363636363636,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.5
1.0,0.0,0.39077340569877883,0.9999999999999999,0.05263157894736842,1.0,0.03636363636363636,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5
1.0,0.0,0.0,0.1818181818181818,0.0,1.0,0.03636363636363636,0.0,0.0,0.0,0.42857142857142855,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.5
0.0,0.0,0.06648575305291722,0.9999999999999999,0.10526315789473684,1.0,0.01818181818181818,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.5
1.0,1.0,0.012211668928086838,0.7272727272727273,0.0,1.0,0.01818181818181818,0.0,0.0,0.0,0.42857142857142855,0.25,0.0,0.0,0.0,0.2222222222222222,0.36363636363636365,0.0,0.0,0.0,0.6666666666666667,0.0,0.4,0.0
1.0,0.0,0.029850746268656712,0.09090909090909091,0.10526315789473684,1.0,0.03636363636363636,1.0,0.0,0.25,0.8571428571428572,0.75,1.0,0.0,1.0,0.3333333333333333,0.5454545454545454,1.0,0.0,0.0,0.6666666666666667,0.125,0.4,0.5
1.0,0.0,0.004070556309362279,0.09090909090909091,0.0,1.0,0.03636363636363636,0.0,0.0,0.25,0.8571428571428572,0.75,0.0,0.0,0.0,0.1111111111111111,0.2727272727272727,0.0,0.0,0.0,0.6666666666666667,0.0,0.4,0.5
1.0,0.0,0.2320217096336499,0.0,0.05263157894736842,1.0,0.03636363636363636,0.0,0.0,0.25,0.5714285714285714,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5
0.0,1.0,0.23473541383989144,0.4545454545454545,0.0,1.0,0.03636363636363636,0.0,0.0,0.75,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0
0.0,0.0,0.07869742198100406,0.9090909090909091,0.05263157894736842,1.0,0.03636363636363636,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.5
0.0,0.0,0.04477611940298507,0.6363636363636364,0.05263157894736842,1.0,0.03636363636363636,0.0,0.0,0.0,0.42857142857142855,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666667,0.0,0.4,0.5
1.0,1.0,0.32971506105834464,0.9999999999999999,0.0,1.0,0.03636363636363636,0.0,0.0,0.0,0.8571428571428572,0.75,0.0,0.038461538461538464,0.0,0.1111111111111111,0.2727272727272727,0.0,0.0,0.0,0.6666666666666667,0.0,0.2,0.0
